shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedXCordABS,arenaAdjustedYCord,arenaAdjustedYCordAbs,averageRestDifference,awayEmptyNet,awayPenalty1Length,awayPenalty1TimeLeft,awaySkatersOnIce,awayTeamCode,awayTeamGoals,defendingTeamAverageTimeOnIce,defendingTeamAverageTimeOnIceOfDefencemen,defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,defendingTeamAverageTimeOnIceOfForwards,defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff,defendingTeamAverageTimeOnIceSinceFaceoff,defendingTeamDefencemenOnIce,defendingTeamForwardsOnIce,defendingTeamMaxTimeOnIce,defendingTeamMaxTimeOnIceOfDefencemen,defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMaxTimeOnIceOfForwards,defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff,defendingTeamMaxTimeOnIceSinceFaceoff,defendingTeamMinTimeOnIce,defendingTeamMinTimeOnIceOfDefencemen,defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMinTimeOnIceOfForwards,defendingTeamMinTimeOnIceOfForwardsSinceFaceoff,defendingTeamMinTimeOnIceSinceFaceoff,distanceFromLastEvent,event,game_id,Goal,goalieIdForShot,goalieNameForShot,homeEmptyNet,homePenalty1Length,homePenalty1TimeLeft,homeSkatersOnIce,homeTeamCode,homeTeamGoals,homeTeamWon,id,isHomeTeam,isPlayoffGame,lastEventCategory,lastEventShotAngle,lastEventShotDistance,lastEventTeam,lastEventxCord,lastEventxCord_adjusted,lastEventyCord,lastEventyCord_adjusted,location,offWing,Period,playerNumThatDidEvent,playerNumThatDidLastEvent,playerPositionThatDidEvent,season,shooterLeftRight,Shooter Name,Shooter Position,shooterPlayerId,shooterTimeOnIce,shooterTimeOnIceSinceFaceoff,shootingTeamAverageTimeOnIce,shootingTeamAverageTimeOnIceOfDefencemen,shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,shootingTeamAverageTimeOnIceOfForwards,shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff,shootingTeamAverageTimeOnIceSinceFaceoff,shootingTeamDefencemenOnIce,shootingTeamForwardsOnIce,shootingTeamMaxTimeOnIce,shootingTeamMaxTimeOnIceOfDefencemen,shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMaxTimeOnIceOfForwards,shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff,shootingTeamMaxTimeOnIceSinceFaceoff,shootingTeamMinTimeOnIce,shootingTeamMinTimeOnIceOfDefencemen,shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMinTimeOnIceOfForwards,shootingTeamMinTimeOnIceOfForwardsSinceFaceoff,shootingTeamMinTimeOnIceSinceFaceoff,Shot Angle,shotAngleAdjusted,shotAnglePlusRebound,shotAnglePlusReboundSpeed,shotAngleReboundRoyalRoad,Shot Distance,shotGeneratedRebound,shotGoalieFroze,shotOnEmptyNet,shotPlayContinuedInZone,shotPlayContinuedOutsideZone,shotPlayStopped,shotRebound,shotRush,shotType,shotWasOnGoal,speedFromLastEvent,Team,Team Code,Time,timeDifferenceSinceChange,timeSinceFaceoff,timeSinceLastEvent,timeUntilNextEvent,xCord,xCordAdjusted,xFroze,Probability of Goal,xPlayContinuedInZone,xPlayContinuedOutsideZone,xPlayStopped,xRebound,xShotWasOnGoal,yCord,yCordAdjusted
55659,6.708203933,-86,86,6,6,-12.6,0,0,0,5,COL,4,28.8,35.5,35.5,24.33333333,24.33333333,28.8,2,3,60,60,60,30,30,60,11,11,11,21,21,11,19.23538406,MISS,20653,0,8475809,Scott Wedgewood,0,0,0,5,CAR,3,0,302,1,0,SHOT,-76.50426672,25.70992026,HOME,-83,83,25,-25,AWAYZONE,1,3,82,28,C,2025,L,Jesperi Kotkaniemi,Forward,8480829,15,15,16.2,20.5,20.5,13.33333333,13.33333333,16.2,2,3,21,21,21,19,19,21,6,20,20,6,6,6,-63.43494882,63.43494882,13.0693179,13.0693179,0,6.708203933,0,1,0,0,0,0,1,0,,0,19.23538406,HOME,CAR,3336,-5,333,1,2,-86,86,0.355677,0.122678,0.268321,0.148091,0.030988,0.0742449,0.912741,6,-6
36551,35,-75,75,-32,32,0,0,0,0,5,TOR,1,16.8,30,8,8,8,8,2,3,30,30,8,8,8,8,8,30,8,8,8,8,153.7920674,SHOT,20431,0,8479361,Joseph Woll,0,0,0,5,CAR,0,0,31,1,0,FAC,0,0,HOME,69,-69,22,-22,AWAYZONE,0,1,28,0,L,2025,L,William Carrier,Forward,8477478,8,8,8,8,8,8,8,8,2,3,8,8,8,8,8,8,8,8,8,8,8,8,66.37062227,66.37062227,0,0,0,34.92849839,0,0,0,1,0,0,0,0,SLAP,1,19.22400843,HOME,CAR,191,0,8,8,3,-75,75,0.203013,0.015702,0.426867,0.293057,0.0250995,0.0362612,0.783458,-32,32
78616,27,-83,83,26,26,0,0,0,0,5,TBL,0,25,25,8,25,8,8,2,3,25,25,8,25,8,8,25,25,8,25,8,8,19.20937271,SHOT,20923,0,8477992,Jonas Johansson,0,0,0,5,CAR,2,1,40,1,0,TAKE,0,0,HOME,-98,98,14,-14,AWAYZONE,1,1,21,0,D,2025,L,Alexander Nikishin,Defenseman,8482100,25,8,34,25,8,40,8,8,2,3,60,25,8,60,8,8,25,25,8,25,8,8,-77.00538321,77.00538321,0,0,0,26.68332813,0,0,0,1,0,0,0,0,SNAP,1,19.20937271,HOME,CAR,344,0,8,1,1,-83,83,0.206141,0.0474922,0.418231,0.255599,0.0174106,0.0551253,0.78618,26,-26
54156,32,-57,57,-5,5,0,0,0,0,5,MTL,2,34.8,54,22,22,22,22,2,3,58,58,22,22,22,22,22,50,22,22,22,22,115.0391238,SHOT,20636,0,8482487,Jakub Dobes,0,0,0,5,CAR,0,0,50,1,0,BLOCK,0,0,AWAY,58,-58,-2,2,AWAYZONE,0,1,37,0,R,2025,L,Andrei Svechnikov,Forward,8480830,22,22,22,22,22,22,22,22,2,3,22,22,22,22,22,22,22,22,22,22,22,22,8.880659151,8.880659151,8.880659151,1.480109858,0,32.38826948,0,0,0,1,0,0,0,0,SNAP,1,19.1731873,HOME,CAR,439,0,22,6,2,-57,57,0.172886,0.0840132,0.372883,0.299733,0.0263462,0.0441392,0.75676,-5,5
50517,45,-44,44,-4,4,-23.8,1,0,0,6,DET,2,58,58,58,58,58,58,1,5,58,58,58,58,58,58,58,58,58,58,58,58,134.1044369,GOAL,20593,1,0,,0,0,0,5,CAR,4,1,332,1,0,GIVE,0,0,AWAY,84,-84,36,-36,AWAYZONE,0,3,48,0,L,2025,L,Jordan Martinook,Forward,8476921,18,18,50.4,61.5,38,43,31.66666667,34.2,2,3,105,105,58,92,58,58,18,18,18,18,18,18,5.07960786,5.07960786,0,0,0,45.17742799,0,0,1,0,0,0,0,0,WRIST,1,19.1577767,HOME,CAR,3519,-40,58,7,0,-44,44,0.0086996,0.765094,0.0809206,0.121896,0.00927414,0.0141164,0.704811,-4,4
67967,45,61,61,35,35,21.6,0,0,0,5,CHI,1,43.6,64,64,30,30,43.6,2,3,86,86,86,42,42,86,7,42,42,7,7,7,38.27531842,MISS,20796,0,8481519,Spencer Knight,0,0,0,5,CAR,1,0,124,1,0,SHOT,23.19859051,7.615773106,HOME,82,82,3,3,AWAYZONE,0,2,19,22,D,2025,L,K'Andre Miller,Defenseman,8480817,50,50,65.2,50,50,69,69,65.2,1,4,90,50,50,90,90,90,50,50,50,61,61,50,51.34019175,51.34019175,28.14160123,14.07080062,0,44.82186966,0,0,0,0,1,0,1,0,WRIST,0,19.13765921,HOME,CAR,1371,43,127,2,10,61,61,0.349509,0.0244409,0.290453,0.262086,0.0337818,0.0397303,0.741037,35,35
57194,35,-57,57,14,14,0,0,0,0,5,DAL,2,18,18,18,18,18,18,2,3,18,18,18,18,18,18,18,18,18,18,18,18,152.4729484,SHOT,20671,0,8479193,Casey DeSmith,0,0,0,5,CAR,5,1,276,1,0,SHOT,0,0,AWAY,95,-95,26,-26,AWAYZONE,1,3,20,21,C,2025,L,Sebastian Aho,Forward,8478427,18,18,18,18,18,18,18,18,2,3,18,18,18,18,18,18,18,18,18,18,18,18,-23.62937773,23.62937773,0,0,0,34.92849839,0,0,0,0,1,0,0,0,SNAP,1,19.05911855,HOME,CAR,2688,0,18,8,29,-57,57,0.198354,0.0714793,0.373232,0.289809,0.0286071,0.0385181,0.78847,14,-14
7179,55.4436651,-34,34,-7,7,0,0,0,0,5,CAR,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,38.07886553,SHOT,20086,0,8476341,Anton Forsberg,0,0,0,5,LAK,0,0,158,0,0,FAC,0,0,AWAY,-69,69,-22,22,HOMEZONE,0,2,37,0,R,2025,L,Andrei Svechnikov,Forward,8480830,31,2,31.2,31.5,2,31,2,2,2,3,32,32,2,31,2,2,31,31,2,31,2,2,7.253194613,7.253194613,0,0,0,55.4436651,0,0,0,1,0,0,0,0,WRIST,1,19.03943276,AWAY,CAR,1377,0,2,2,18,-34,34,0.445175,0.0199845,0.278864,0.191939,0.0225112,0.0415264,0.80587,-7,7
20743,67,36,36,-41,41,0,0,0,0,5,CAR,0,6,12,2,2,2,2,2,3,12,12,2,2,2,2,2,12,2,2,2,2,38.07886553,MISS,20246,0,8483710,Dennis Hildeby,0,0,0,5,TOR,1,0,45,0,0,FAC,0,0,HOME,69,69,-22,-22,HOMEZONE,0,1,62,0,D,2025,R,Charles Alexis Legault,Defenseman,8484428,2,2,21.2,2,2,34,2,2,2,3,34,2,2,34,2,2,2,2,2,34,2,2,-37.72499504,37.72499504,0,0,0,67.00746227,0,0,0,1,0,0,0,0,WRIST,0,19.03943276,AWAY,CAR,418,0,2,2,2,36,36,0.445766,0.0135727,0.294136,0.200258,0.0239963,0.022271,0.806331,-41,-41
49483,46,-66,66,40,40,-9.2,0,0,0,5,FLA,4,26,17,17,32,32,26,2,3,39,22,22,39,39,39,12,12,12,19,19,12,171.1636644,MISS,20581,0,8475683,Sergei Bobrovsky,0,0,0,5,CAR,2,0,278,1,0,HIT,0,0,AWAY,98,-98,-9,9,AWAYZONE,0,3,29,0,L,2025,R,Bradly Nadeau,Forward,8484203,15,15,16.8,18.5,18.5,15.66666667,15.66666667,16.8,2,3,21,19,19,21,21,21,11,18,18,11,11,11,-60.10109816,60.10109816,0,0,0,46.14108798,0,0,0,0,1,0,0,0,SNAP,0,19.01818493,HOME,CAR,3057,-1,60,9,8,-66,66,0.228585,0.0132583,0.426239,0.288529,0.0205774,0.0228114,0.786309,40,-40
11700,62,31,31,-23,23,0,0,0,0,5,CAR,2,9,19.5,2,2,2,2,2,3,20,20,2,2,2,2,2,19,2,2,2,2,38.01315562,SHOT,20138,0,8479979,Jake Oettinger,0,0,0,5,DAL,3,1,367,0,0,FAC,0,0,AWAY,69,69,-22,-22,HOMEZONE,0,3,26,0,D,2025,R,Sean Walker,Defenseman,8480336,2,2,15.6,2,2,24.66666667,2,2,2,3,30,2,2,30,2,2,2,2,2,18,2,2,-21.63088684,21.63088684,0,0,0,62.39390996,0,0,0,1,0,0,0,0,SNAP,1,19.00657781,AWAY,CAR,3284,0,2,2,10,31,31,0.434306,0.0272665,0.283573,0.197997,0.0229188,0.0339386,0.804977,-23,-23
11633,65,32,32,32,32,1,0,0,0,5,CAR,1,35.2,41,17,31.33333333,15.33333333,16,2,3,41,41,17,41,17,17,12,41,17,12,12,12,132.8156617,SHOT,20138,0,8479979,Jake Oettinger,0,0,0,5,DAL,0,1,109,0,0,GIVE,0,0,HOME,-94,-94,-10,-10,HOMEZONE,0,1,21,0,D,2025,L,Alexander Nikishin,Defenseman,8482100,17,17,31.4,17,17,41,17,17,2,3,41,17,17,41,17,17,17,17,17,41,17,17,29.31000707,29.31000707,0,0,0,65.36818798,0,0,0,0,1,0,0,0,WRIST,1,18.97366596,AWAY,CAR,1059,5,17,7,8,32,32,0.233402,0.00780051,0.411139,0.303309,0.023373,0.0209765,0.727186,32,32
74410,64,-32,32,-30,30,0,0,0,0,5,LAK,0,5.4,2,2,7.666666667,2,2,2,3,13,2,2,13,2,2,2,2,2,2,2,2,37.85498646,SHOT,20874,0,8476341,Anton Forsberg,0,0,0,5,CAR,1,1,273,1,0,FAC,0,0,HOME,-69,69,-22,22,AWAYZONE,0,3,19,0,D,2025,L,K'Andre Miller,Defenseman,8480817,14,2,13.8,11,2,15.66666667,2,2,2,3,23,14,2,23,2,2,8,8,2,10,2,2,27.7585406,27.7585406,0,0,0,64.41273166,0,0,0,1,0,0,0,0,WRIST,1,18.92749323,HOME,CAR,3077,0,2,2,5,-32,32,0.432853,0.0158537,0.295606,0.198995,0.022442,0.0342498,0.792574,-30,30
80394,64,-34,34,-33,33,0,0,0,0,5,DET,0,12,12,12,12,12,12,2,3,12,12,12,12,12,12,12,12,12,12,12,12,75.61084578,SHOT,20942,0,8475660,Cam Talbot,0,0,0,5,CAR,1,1,88,1,0,HIT,0,0,AWAY,-60,60,38,-38,AWAYZONE,0,1,27,0,L,2025,L,Nikolaj Ehlers,Forward,8477940,12,12,26.8,49,12,12,12,12,2,3,50,50,12,12,12,12,12,48,12,12,12,12,30.96375653,30.96375653,0,0,0,64.14047084,0,1,0,0,0,0,0,0,SNAP,1,18.90271145,HOME,CAR,934,0,12,4,2,-34,34,0.237937,0.016931,0.422967,0.262803,0.0236535,0.0357086,0.679423,-33,33
57160,47,61,61,-38,38,0,0,0,0,5,DAL,1,13,13,13,13,13,13,2,3,13,13,13,13,13,13,13,13,13,13,13,13,75.29276194,SHOT,20671,0,8479979,Jake Oettinger,0,0,0,5,CAR,3,1,138,1,0,HIT,0,0,HOME,23,23,27,27,AWAYZONE,0,2,24,0,C,2025,R,Seth Jarvis,Forward,8482093,13,13,13,13,13,13,13,13,2,3,13,13,13,13,13,13,13,13,13,13,13,13,-53.61564818,53.61564818,0,0,0,47.20169488,0,0,0,1,0,0,0,0,SNAP,1,18.82319048,HOME,CAR,1213,0,13,4,3,61,61,0.248593,0.0171098,0.423294,0.264044,0.0202687,0.0266906,0.795954,-38,-38
47387,37,77,77,35,35,-1.8,0,120,54,4,CAR,3,62.8,66,29,62,22.5,23.8,1,4,113,66,29,113,29,29,3,66,29,3,3,3,150.0533239,SHOT,20557,0,8476883,Andrei Vasilevskiy,0,120,54,5,TBL,2,1,129,0,0,HIT,0,0,AWAY,-73,-73,39,39,HOMEZONE,1,2,26,0,D,2025,R,Sean Walker,Defenseman,8480336,29,29,22,29,29,15,15,22,2,2,29,29,29,29,29,29,1,29,29,1,1,1,71.07535558,71.07535558,0,0,0,37,0,0,0,0,1,0,0,0,BACK,1,18.75666548,AWAY,CAR,1393,-2,29,8,52,77,77,0.09145243,0.006882554,0.260840357,0.600824973,0.017196932,0.022802752,0.725604,35,35
60305,59,-34,34,22,22,0,0,0,0,5,SEA,2,17.8,29.5,3,10,3,3,2,3,30,30,3,10,3,3,10,29,3,10,3,3,56.22277119,SHOT,20706,0,8478916,Joey Daccord,0,0,0,5,CAR,1,1,293,1,0,FAC,0,0,AWAY,-69,69,-22,22,AWAYZONE,1,3,4,0,D,2025,L,Shayne Gostisbehere,Defenseman,8476906,10,3,10,10,3,10,3,3,2,3,10,10,3,10,3,3,10,10,3,10,3,3,-21.80140949,21.80140949,0,0,0,59.23681288,0,1,0,0,0,0,0,0,SNAP,1,18.74092373,HOME,CAR,3007,0,3,3,2,-34,34,0.405646,0.0343331,0.324827,0.174006,0.0244475,0.0367403,0.764786,22,-22
41258,51,50,50,-33,33,0,0,0,0,5,CAR,0,28.6,26,7,30.33333333,7,7,2,3,36,26,7,36,7,7,26,26,7,27,7,7,131.0953851,SHOT,20485,0,8480313,Logan Thompson,0,0,0,5,WSH,0,0,34,0,0,FAC,0,0,AWAY,-69,-69,22,22,HOMEZONE,1,1,48,0,L,2025,L,Jordan Martinook,Forward,8476921,44,7,40.6,44.5,7,38,7,7,2,3,50,50,7,44,7,7,34,39,7,34,7,7,-40.23635831,40.23635831,0,0,0,51.0881591,0,0,0,0,1,0,0,0,SNAP,1,18.72791216,AWAY,CAR,274,0,7,7,17,50,50,0.312099,0.0121071,0.3614,0.258094,0.0289471,0.0273529,0.838191,-33,-33
4604,74.24284477,-23,23,34,34,0,0,0,0,5,CAR,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,56.08029957,SHOT,20055,0,8477968,Alex Nedeljkovic,0,0,0,5,SJS,0,0,24,0,0,FAC,0,0,AWAY,-20,20,-22,22,Neu. Zone,0,1,5,0,D,2025,R,Jalen Chatfield,Defenseman,8478970,10,3,8,15.5,3,3,3,3,2,3,21,21,3,3,3,3,3,10,3,3,3,3,-27.25532837,27.25532837,0,0,0,74.24284477,0,0,0,1,0,0,0,0,WRIST,1,18.69343319,AWAY,CAR,350,0,3,3,3,-23,23,0.335013,0.0146262,0.29569,0.313577,0.0256265,0.0154669,0.846044,34,-34
32855,15,-79,79,-11,11,0,0,0,0,5,WPG,1,23.6,13,13,26.25,13,13,1,4,66,13,13,66,13,13,13,13,13,13,13,13,18.68154169,SHOT,20387,0,8483114,Thomas Milic,0,120,107,4,CAR,1,1,191,1,0,SHOT,0,0,AWAY,-84,84,7,-7,HOMEZONE,0,2,48,91,L,2025,L,Jordan Martinook,Forward,8476921,13,13,13,13,13,13,13,13,2,2,13,13,13,13,13,13,13,13,13,13,13,13,47.72631099,47.72631099,0,0,0,14.86606875,0,0,0,1,0,0,0,0,WRIST,1,18.68154169,HOME,CAR,1986,0,13,1,19,-79,79,0.15039,0.0889075,0.258874,0.428578,0.0262108,0.047039,0.820212,-11,11
7193,29,-69,69,-21,21,5.6,0,0,0,5,CAR,3,24.4,35.5,32,17,12,20,2,3,47,36,32,47,32,32,2,35,32,2,2,2,74.70609078,SHOT,20086,0,8476341,Anton Forsberg,0,0,0,5,LAK,1,0,209,0,0,GIVE,0,0,HOME,-3,3,14,-14,HOMEZONE,0,2,27,0,L,2025,L,Nikolaj Ehlers,Forward,8477940,69,32,47.2,28.5,16,59.66666667,32,25.6,2,3,69,57,32,69,32,32,0,0,0,52,32,0,46.39718103,46.39718103,0,0,0,29,0,0,0,0,1,0,0,0,SNAP,1,18.6765227,AWAY,CAR,1717,-2,32,4,5,-69,69,0.185584,0.0744331,0.349612,0.331302,0.0256484,0.03342,0.793332,-21,21
57128,14,-76,76,5,5,-15,0,0,0,5,DAL,0,53.4,58,58,50.33333333,50.33333333,53.4,2,3,64,62,62,64,64,64,28,54,54,28,28,28,37.33630941,MISS,20671,0,8479979,Jake Oettinger,0,0,0,5,CAR,0,1,12,1,0,SHOT,60.64224646,36.7151195,HOME,-71,71,-32,32,AWAYZONE,1,1,20,21,C,2025,L,Sebastian Aho,Forward,8478427,64,64,38.4,29.5,29.5,44.33333333,44.33333333,38.4,2,3,64,30,30,64,64,64,5,29,29,5,5,5,-21.03751103,21.03751103,81.67975748,40.83987874,1,13.92838828,0,0,0,0,1,0,1,0,SNAP,0,18.6681547,HOME,CAR,95,-23,95,2,17,-76,76,0.183021,0.397382,0.200497,0.140769,0.033384,0.0449469,0.893026,5,-5
57190,65,-34,34,-35,35,0,0,0,0,5,DAL,2,41,41,2,41,2,2,2,3,41,41,2,41,2,2,41,41,2,41,2,2,37.33630941,SHOT,20671,0,8479193,Casey DeSmith,0,0,0,5,CAR,5,1,255,1,0,FAC,0,0,HOME,-69,69,-22,22,AWAYZONE,0,3,4,0,D,2025,L,Shayne Gostisbehere,Defenseman,8476906,10,2,10,10,2,10,2,2,2,3,10,10,2,10,2,2,10,10,2,10,2,2,32.47119229,32.47119229,0,0,0,65.19202405,0,0,0,0,1,0,0,0,SNAP,1,18.6681547,HOME,CAR,2477,0,2,2,18,-34,34,0.43756,0.0218275,0.300126,0.191863,0.0233586,0.0252649,0.792422,-35,35
77121,49,51,51,31,31,0,0,0,0,5,CAR,1,10.4,10,3,10.66666667,3,3,2,3,18,17,3,18,3,3,3,3,3,3,3,3,55.97320788,SHOT,20906,0,8471734,Jonathan Quick,0,0,0,5,NYR,0,0,267,0,0,FAC,0,0,AWAY,69,69,-22,-22,HOMEZONE,0,3,74,0,D,2025,L,Jaccob Slavin,Defenseman,8476958,13,3,11.4,13,3,10.33333333,3,3,2,3,25,13,3,25,3,3,3,13,3,3,3,3,39.20720351,39.20720351,0,0,0,49.04079934,0,0,0,0,1,0,0,0,WRIST,1,18.65773596,AWAY,CAR,3053,0,3,3,35,51,51,0.422367,0.018743,0.314285,0.182122,0.0305171,0.0319654,0.78253,31,31
82878,27,72,72,-21,21,-5.8,0,0,0,5,CAR,1,43.2,25,25,55.33333333,55.33333333,43.2,2,3,63,25,25,63,63,63,25,25,25,41,41,25,55.97320788,SHOT,20972,0,8480947,Kevin Lankinen,0,0,0,5,VAN,0,0,52,0,0,HIT,0,0,HOME,90,90,32,32,HOMEZONE,1,1,20,0,C,2025,L,Sebastian Aho,Forward,8478427,39,39,37.4,24,24,46.33333333,46.33333333,37.4,2,3,50,41,41,50,50,50,7,7,7,39,39,7,-51.00900596,51.00900596,0,0,0,27.01851217,0,1,0,0,0,0,0,0,SLAP,1,18.65773596,AWAY,CAR,419,-18,95,3,2,72,72,0.174216,0.0729145,0.394358,0.295548,0.0250912,0.0378722,0.684298,-21,-21
50473,40,50,50,10,10,0,0,120,118,4,DET,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37.21558813,SHOT,20593,0,8476434,John Gibson,0,120,118,4,CAR,2,1,175,1,0,FAC,0,0,HOME,69,69,-22,-22,AWAYZONE,1,2,5,0,D,2025,R,Jalen Chatfield,Defenseman,8478970,2,2,19.25,2,2,36.5,2,2,2,2,71,2,2,71,2,2,2,2,2,2,2,2,14.38139459,14.38139459,0,0,0,40.26164428,0,0,0,0,1,0,0,0,WRIST,1,18.60779407,HOME,CAR,1685,0,2,2,56,50,50,0.411128,0.0363607,0.269128,0.214515,0.0217595,0.0471095,0.825489,10,10
38607,48,-54,54,-33,33,0,0,0,0,5,SJS,1,8.4,8,1,8.666666667,1,1,2,3,10,8,1,10,1,1,8,8,1,8,1,1,18.60107524,MISS,20455,0,8477968,Alex Nedeljkovic,0,0,0,5,CAR,0,0,83,1,0,FAC,0,0,HOME,-69,69,-22,22,AWAYZONE,0,1,4,0,D,2025,L,Shayne Gostisbehere,Defenseman,8476906,8,1,8.2,8,1,8.333333333,1,1,2,3,9,8,1,9,1,1,8,8,1,8,1,1,43.31531568,43.31531568,0,0,0,48.10405388,0,0,0,1,0,0,0,0,SNAP,0,18.60107524,HOME,CAR,711,0,1,1,3,-54,54,0.329857,0.012606,0.336474,0.25622,0.0329436,0.0318994,0.835185,-33,33
5863,32,59,59,-12,12,0,0,0,0,5,CAR,2,13,13,13,13,13,13,2,3,13,13,13,13,13,13,13,13,13,13,13,13,111.4001795,MISS,20070,0,8480843,Lukas Dostal,0,0,0,5,ANA,1,0,207,0,0,HIT,0,0,HOME,-42,-42,35,35,HOMEZONE,1,2,77,0,L,2025,L,Mark Jankowski,Forward,8476873,13,13,13,13,13,13,13,13,2,3,13,13,13,13,13,13,13,13,13,13,13,13,-21.80140949,21.80140949,0,0,0,32.31098884,0,0,0,1,0,0,0,0,SNAP,0,18.56669659,AWAY,CAR,2261,0,13,6,3,59,59,0.185179,0.0783647,0.374618,0.295925,0.027548,0.0383649,0.767162,-12,-12
64809,25.05992817,-67,67,-12,12,-15.6,0,0,0,5,CAR,3,41.6,48.5,48.5,37,37,41.6,2,3,49,49,49,44,44,49,30,48,48,30,30,30,74.24957912,GOAL,20759,1,8474593,Jacob Markstrom,0,0,0,5,NJD,1,0,289,0,0,TAKE,0,0,AWAY,-15,15,41,-41,HOMEZONE,0,3,37,0,R,2025,L,Andrei Svechnikov,Forward,8480830,20,20,26,21,21,29.33333333,29.33333333,26,2,3,45,22,22,45,45,45,20,20,20,20,20,20,28.61045967,28.61045967,0,0,0,25.05992817,0,0,0,0,0,0,0,0,SNAP,1,18.56239478,AWAY,CAR,3352,-10,97,4,0,-67,67,0.133931,0.122926,0.378539,0.302964,0.0230514,0.0385887,0.78108,-12,12
25461,17,73,73,-6,6,0,0,0,0,5,CAR,0,18.4,19,18,18,18,18,2,3,20,20,18,18,18,18,18,18,18,18,18,18,37.05401463,MISS,20301,0,8480280,Jeremy Swayman,0,0,0,5,BOS,0,0,177,0,0,GIVE,0,0,HOME,75,75,31,31,HOMEZONE,0,2,22,0,C,2025,R,Logan Stankoven,Forward,8482702,18,18,18,18,18,18,18,18,2,3,18,18,18,18,18,18,18,18,18,18,18,18,-20.55604522,20.55604522,0,0,0,17.08800749,0,0,0,1,0,0,0,0,TIP,0,18.52700731,AWAY,CAR,1631,0,18,2,17,73,73,0.147866841,0.110263498,0.366747335,0.29317235,0.029720752,0.052229193,0.659097,-6,-6
24399,9.219544457,-82,82,-6,6,-45.25,0,0,0,5,EDM,1,95,91,66,96,66,66,1,4,126,91,66,126,66,66,66,91,66,66,66,66,148.1924425,SHOT,20289,0,8479973,Stuart Skinner,0,120,54,4,CAR,0,0,33,1,0,TAKE,0,0,HOME,62,-62,-41,41,AWAYZONE,0,1,20,0,C,2025,L,Sebastian Aho,Forward,8478427,22,22,20.75,20.5,20.5,21,21,20.75,2,2,22,21,21,22,22,22,20,20,20,20,20,20,40.60129465,40.60129465,0,0,0,9.219544457,0,0,0,1,0,0,0,0,BACK,1,18.52405531,HOME,CAR,353,-46,66,8,4,-82,82,0.074577745,0.109631497,0.240066256,0.505070991,0.023881593,0.046771873,0.865644,-6,6
49444,28,61,61,-5,5,-8.4,0,0,0,5,FLA,0,25,27.5,27.5,23.33333333,23.33333333,25,2,3,32,32,32,28,28,32,20,23,23,20,20,20,37,SHOT,20581,0,8475683,Sergei Bobrovsky,0,0,0,5,CAR,2,0,138,1,0,HIT,0,0,AWAY,96,96,7,7,AWAYZONE,1,2,71,0,L,2025,L,Taylor Hall,Forward,8475791,6,6,16.6,23,23,12.33333333,12.33333333,16.6,2,3,41,41,41,16,16,41,5,5,5,6,6,5,-10.12467166,10.12467166,0,0,0,28.44292531,0,0,0,0,1,0,0,0,SNAP,1,18.5,HOME,CAR,1494,-15,74,2,61,61,61,0.184337,0.187491,0.344034,0.221846,0.0216231,0.0406693,0.756555,-5,-5
80410,34,70,70,28,28,0,0,0,0,5,DET,0,9.6,9.5,8,9.666666667,8,8,2,3,13,11,8,13,8,8,8,8,8,8,8,8,147.7193285,SHOT,20942,0,8475660,Cam Talbot,0,0,0,5,CAR,3,1,144,1,0,FAC,0,0,HOME,-69,-69,-22,-22,AWAYZONE,0,2,27,0,L,2025,L,Nikolaj Ehlers,Forward,8477940,8,8,12,14.5,8,10.33333333,8,8,2,3,21,21,8,15,8,8,8,8,8,8,8,8,55.84030545,55.84030545,0,0,0,33.83784863,0,0,0,1,0,0,0,0,WRIST,1,18.46491606,HOME,CAR,1436,0,8,8,29,70,70,0.241345,0.0204724,0.410849,0.265488,0.0236386,0.038207,0.807089,28,28
54161,35,-70,70,29,29,0,0,0,0,5,MTL,2,9,9,9,9,9,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,18.43908891,MISS,20636,0,8482487,Jakub Dobes,0,0,0,5,CAR,2,0,73,1,0,GIVE,0,0,AWAY,-84,84,17,-17,AWAYZONE,0,1,22,0,C,2025,R,Logan Stankoven,Forward,8482702,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,-56.76828893,56.76828893,0,0,0,34.66987165,0,0,0,1,0,0,0,0,SNAP,0,18.43908891,HOME,CAR,748,0,9,1,9,-70,70,0.282917,0.0272612,0.359368,0.26172,0.0244392,0.044295,0.793774,29,-29
