shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedXCordABS,arenaAdjustedYCord,arenaAdjustedYCordAbs,averageRestDifference,awayEmptyNet,awayPenalty1Length,awayPenalty1TimeLeft,awaySkatersOnIce,awayTeamCode,awayTeamGoals,defendingTeamAverageTimeOnIce,defendingTeamAverageTimeOnIceOfDefencemen,defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,defendingTeamAverageTimeOnIceOfForwards,defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff,defendingTeamAverageTimeOnIceSinceFaceoff,defendingTeamDefencemenOnIce,defendingTeamForwardsOnIce,defendingTeamMaxTimeOnIce,defendingTeamMaxTimeOnIceOfDefencemen,defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMaxTimeOnIceOfForwards,defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff,defendingTeamMaxTimeOnIceSinceFaceoff,defendingTeamMinTimeOnIce,defendingTeamMinTimeOnIceOfDefencemen,defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMinTimeOnIceOfForwards,defendingTeamMinTimeOnIceOfForwardsSinceFaceoff,defendingTeamMinTimeOnIceSinceFaceoff,distanceFromLastEvent,event,game_id,Goal,goalieIdForShot,goalieNameForShot,homeEmptyNet,homePenalty1Length,homePenalty1TimeLeft,homeSkatersOnIce,homeTeamCode,homeTeamGoals,homeTeamWon,id,isHomeTeam,isPlayoffGame,lastEventCategory,lastEventShotAngle,lastEventShotDistance,lastEventTeam,lastEventxCord,lastEventxCord_adjusted,lastEventyCord,lastEventyCord_adjusted,location,offWing,Period,playerNumThatDidEvent,playerNumThatDidLastEvent,playerPositionThatDidEvent,season,shooterLeftRight,Shooter Name,Shooter Position,shooterPlayerId,shooterTimeOnIce,shooterTimeOnIceSinceFaceoff,shootingTeamAverageTimeOnIce,shootingTeamAverageTimeOnIceOfDefencemen,shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,shootingTeamAverageTimeOnIceOfForwards,shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff,shootingTeamAverageTimeOnIceSinceFaceoff,shootingTeamDefencemenOnIce,shootingTeamForwardsOnIce,shootingTeamMaxTimeOnIce,shootingTeamMaxTimeOnIceOfDefencemen,shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMaxTimeOnIceOfForwards,shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff,shootingTeamMaxTimeOnIceSinceFaceoff,shootingTeamMinTimeOnIce,shootingTeamMinTimeOnIceOfDefencemen,shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMinTimeOnIceOfForwards,shootingTeamMinTimeOnIceOfForwardsSinceFaceoff,shootingTeamMinTimeOnIceSinceFaceoff,Shot Angle,shotAngleAdjusted,shotAnglePlusRebound,shotAnglePlusReboundSpeed,shotAngleReboundRoyalRoad,Shot Distance,shotGeneratedRebound,shotGoalieFroze,shotOnEmptyNet,shotPlayContinuedInZone,shotPlayContinuedOutsideZone,shotPlayStopped,shotRebound,shotRush,shotType,shotWasOnGoal,speedFromLastEvent,Team,Team Code,Time,timeDifferenceSinceChange,timeSinceFaceoff,timeSinceLastEvent,timeUntilNextEvent,xCord,xCordAdjusted,xFroze,Probability of Goal,xPlayContinuedInZone,xPlayContinuedOutsideZone,xPlayStopped,xRebound,xShotWasOnGoal,yCord,yCordAdjusted
37989,5.830951895,86,86,-5,5,0,0,120,99,4,NSH,0,37.75,54.5,21,21,21,21,2,2,88,88,21,21,21,21,21,21,21,21,21,21,120.8801059,MISS,20447,0,8477424,Juuse Saros,0,120,99,4,CAR,3,1,219,1,0,GIVE,0,0,AWAY,-30,-30,29,29,AWAYZONE,0,2,24,0,C,2025,R,Seth Jarvis,Forward,8482093,27,21,44,61.5,21,26.5,21,21,2,2,63,63,21,27,21,21,26,60,21,26,21,21,-59.03624347,59.03624347,0,0,0,5.830951895,0,0,0,0,1,0,0,0,DEFL,0,120.8801059,HOME,CAR,2085,0,21,1,19,86,86,0.183408168,0.138476729,0.276796302,0.320300901,0.02411798,0.05689993,0.82766,-5,-5
82899,40,-61,61,-28,28,28.4,0,0,0,5,CAR,2,35.8,35.5,35.5,36,36,35.8,2,3,42,36,36,42,42,42,28,35,35,28,28,28,93.00537619,SHOT,20972,0,8480947,Kevin Lankinen,0,0,0,5,VAN,2,0,135,0,0,TAKE,0,0,AWAY,28,-28,-1,1,HOMEZONE,0,2,50,0,L,2025,L,Eric Robinson,Forward,8480762,80,80,64.2,40.5,40.5,80,80,64.2,2,3,80,80,80,80,80,80,1,1,1,80,80,1,45,45,0,0,0,39.59797975,0,0,0,0,1,0,0,0,SNAP,1,93.00537619,AWAY,CAR,1430,-27,80,1,13,-61,61,0.233088,0.0206782,0.317716,0.384679,0.0164957,0.0273437,0.844942,-28,28
56299,12.52996409,-78,78,6,6,-38.2,0,0,0,5,CAR,2,44.4,40,40,47.33333333,47.33333333,44.4,2,3,50,40,40,50,50,50,40,40,40,45,45,40,89.35882721,GOAL,20660,1,8474596,Jake Allen,0,0,0,5,NJD,1,0,275,0,0,TAKE,0,0,AWAY,-2,2,-41,41,HOMEZONE,0,3,22,0,C,2025,R,Logan Stankoven,Forward,8482702,3,3,6.2,4.5,4.5,7.333333333,7.333333333,6.2,2,3,16,5,5,16,16,16,3,4,4,3,3,3,-28.61045967,28.61045967,0,0,0,12.52996409,0,0,0,0,0,0,0,0,WRIST,1,89.35882721,AWAY,CAR,3136,-37,106,1,0,-78,78,0.187306,0.163395,0.323502,0.224697,0.015976,0.0851245,0.915142,6,-6
67940,83,-17,17,-41,41,6.6,0,0,0,5,CHI,0,32.4,22.5,22.5,39,39,32.4,2,3,39,39,39,39,39,39,6,6,6,39,39,6,87.98295289,SHOT,20796,0,8481519,Spencer Knight,0,0,0,5,CAR,0,0,25,1,0,HIT,0,0,AWAY,29,-29,34,-34,Neu. Zone,0,1,82,0,C,2025,L,Jesperi Kotkaniemi,Forward,8480829,39,39,53,74,39,39,39,39,2,3,75,75,39,39,39,39,39,73,39,39,39,39,29.65910924,29.65910924,0,0,0,82.85529555,0,0,0,0,1,0,0,0,WRIST,1,87.98295289,HOME,CAR,188,33,39,1,31,-17,17,0.12488,0.00560671,0.393013,0.446128,0.0239256,0.00644726,0.869716,-41,41
49425,70,-28,28,35,35,20.2,0,0,0,5,FLA,0,20.8,22,22,20,20,20.8,2,3,23,23,23,23,23,23,17,21,21,17,17,17,85,MISS,20581,0,8475683,Sergei Bobrovsky,0,0,0,5,CAR,1,0,61,1,0,HIT,0,0,AWAY,-68,68,-40,40,AWAYZONE,0,1,26,0,D,2025,R,Sean Walker,Defenseman,8480336,59,41,48.2,59,41,41,41,41,2,3,59,59,41,41,41,41,41,59,41,41,41,41,-29.84593195,29.84593195,0,0,0,70.32780389,0,0,0,1,0,0,0,0,SNAP,0,85,HOME,CAR,616,24,41,1,21,-28,28,0.217664,0.01038,0.408953,0.325846,0.0213722,0.0157849,0.766386,35,-35
63946,4.472135955,-87,87,4,4,0,0,0,0,5,FLA,0,22,24.5,15,20.33333333,15,15,2,3,31,25,15,31,15,15,15,24,15,15,15,15,81.3019065,SHOT,20750,0,8475683,Sergei Bobrovsky,0,0,0,5,CAR,0,1,33,1,0,HIT,0,0,AWAY,-18,18,-39,39,AWAYZONE,1,1,11,0,C,2025,L,Jordan Staal,Forward,8473533,15,15,15,15,15,15,15,15,2,3,15,15,15,15,15,15,15,15,15,15,15,15,-63.43494882,63.43494882,0,0,0,4.472135955,0,0,0,1,0,0,0,0,BACK,1,81.3019065,HOME,CAR,217,0,15,1,21,-87,87,0.261591815,0.134944326,0.299081262,0.19608778,0.014745707,0.09354911,0.931165,4,-4
64808,89,0,0,0,0,0,0,0,0,5,CAR,3,34,34,34,34,34,34,2,3,34,34,34,34,34,34,34,34,34,34,34,34,81.05553652,SHOT,20759,0,8474593,Jacob Markstrom,0,0,0,5,NJD,1,0,285,0,0,BLOCK,0,0,AWAY,-81,-81,-3,-3,HOMEZONE,0,3,11,0,C,2025,L,Jordan Staal,Forward,8473533,34,34,34,34,34,34,34,34,2,3,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,89,0,0,0,1,0,0,0,0,SNAP,1,81.05553652,AWAY,CAR,3289,0,34,1,11,0,0,0,0.065233,0,0,0,0,0,0,0
72423,64,-30,30,24,24,0,0,0,0,5,UTA,3,22.2,10,10,30.33333333,10,10,2,3,47,10,10,47,10,10,10,10,10,17,10,10,78.77182237,MISS,20851,0,8478872,Karel Vejmelka,0,0,0,5,CAR,2,1,265,1,0,GIVE,0,0,AWAY,-99,99,-14,14,AWAYZONE,1,3,21,0,D,2025,L,Alexander Nikishin,Defenseman,8482100,27,10,18.8,27.5,10,13,10,10,2,3,28,28,10,15,10,10,10,27,10,10,10,10,-22.13549188,22.13549188,0,0,0,63.69458376,0,0,0,0,1,0,0,0,SNAP,0,78.77182237,HOME,CAR,2815,0,10,1,16,-30,30,0.22529,0.0294128,0.416347,0.268325,0.0166146,0.04401,0.6736,24,-24
57139,20,-69,69,3,3,0,0,0,0,5,DAL,0,6.8,5,5,8,5,5,2,3,10,5,5,10,5,5,5,5,5,5,5,5,77.41446893,MISS,20671,0,8479979,Jake Oettinger,0,0,0,5,CAR,0,1,46,1,0,TAKE,0,0,HOME,-1,1,-34,34,AWAYZONE,1,1,27,0,L,2025,L,Nikolaj Ehlers,Forward,8477940,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,-8.53076561,8.53076561,0,0,0,20.22374842,1,0,0,0,0,0,0,0,SNAP,0,77.41446893,HOME,CAR,416,0,5,1,2,-69,69,0.165903,0.259653,0.285406,0.219332,0.0137146,0.0559913,0.887437,3,-3
51706,70,-27,27,33,33,1.2,0,0,0,5,NYR,1,13.8,15,15,13,13,13.8,2,3,15,15,15,15,15,15,9,15,15,9,9,9,76.21679605,SHOT,20608,0,8478048,Igor Shesterkin,0,0,0,5,CAR,0,1,82,1,0,TAKE,0,0,HOME,-99,99,8,-8,AWAYZONE,0,1,64,0,D,2025,R,Joel Nystrom,Defenseman,8482911,15,15,15,15,15,15,15,15,2,3,15,15,15,15,15,15,15,15,15,15,15,15,-28.02450053,28.02450053,0,0,0,70.23531875,0,1,0,0,0,0,0,0,SLAP,1,76.21679605,HOME,CAR,681,6,15,1,2,-27,27,0.187547,0.0182931,0.42399,0.312322,0.014172,0.0436751,0.712352,33,-33
14459,71,-30,30,39,39,0,0,0,0,5,NYI,1,28.2,22.5,9,32,9,9,2,3,34,23,9,34,9,9,22,22,9,30,9,9,76.02631124,SHOT,20171,0,8479496,David Rittich,0,0,0,5,CAR,4,1,274,1,0,GIVE,0,0,AWAY,-98,98,5,-5,AWAYZONE,0,3,64,0,D,2025,R,Joel Nystrom,Defenseman,8482911,13,9,11.6,15.5,9,9,9,9,2,3,18,18,9,9,9,9,9,13,9,9,9,9,-33.46537935,33.46537935,0,0,0,70.72481884,0,1,0,0,0,0,0,0,SNAP,1,76.02631124,HOME,CAR,2520,0,9,1,2,-30,30,0.215281,0.0225261,0.408123,0.307683,0.0174201,0.0289678,0.65386,39,-39
58714,61,-40,40,-36,36,8.2,0,0,0,5,ANA,0,32,51.5,51.5,19,19,32,2,3,52,52,52,47,47,52,4,51,51,4,4,4,75.69015788,SHOT,20688,0,8478024,Ville Husso,0,0,0,5,CAR,0,1,37,1,0,GIVE,0,0,AWAY,-95,95,16,-16,AWAYZONE,0,1,21,0,D,2025,L,Alexander Nikishin,Defenseman,8482100,31,31,40.2,31,31,46.33333333,46.33333333,40.2,2,3,49,31,31,49,49,49,31,31,31,43,43,31,36.30449712,36.30449712,0,0,0,60.80296045,0,0,0,0,1,0,0,0,SNAP,1,75.69015788,HOME,CAR,403,27,145,1,33,-40,40,0.223045,0.0175558,0.397838,0.306838,0.0278717,0.0268519,0.689786,-36,36
47431,69.97142274,-29,29,-36,36,-13.16666667,1,0,0,6,CAR,4,31,41,41,24.33333333,24.33333333,31,2,3,63,63,63,26,26,63,19,19,19,21,21,19,75.6439026,MISS,20557,0,8476883,Andrei Vasilevskiy,0,0,0,5,TBL,5,1,289,0,0,GIVE,0,0,HOME,-98,98,-5,5,HOMEZONE,0,3,21,0,D,2025,L,Alexander Nikishin,Defenseman,8482100,10,10,17.83333333,9.5,9.5,22,22,17.83333333,2,4,30,10,10,30,30,30,8,9,9,8,8,8,30.96375653,30.96375653,0,0,0,69.97142274,0,0,0,1,0,0,0,0,SLAP,0,75.6439026,AWAY,CAR,3527,-11,105,1,14,-29,29,0.147172,0.0450493,0.506726,0.232096,0.0247393,0.0442167,0.639147,-36,36
56251,7,-82,82,0,0,-9.6,0,0,0,5,CAR,1,46,46,35,46,35,35,2,3,46,46,35,46,35,35,46,46,35,46,35,35,70.21395873,SHOT,20660,0,8474596,Jake Allen,0,0,0,5,NJD,1,0,75,0,0,MISS,-32.64464013,76.00657866,AWAY,-25,25,41,-41,HOMEZONE,0,1,22,26,C,2025,R,Logan Stankoven,Forward,8482702,46,35,32,11,11,46,35,25.4,2,3,46,11,11,46,35,35,11,11,11,46,35,11,0,0,32.64464013,32.64464013,0,7,1,0,0,0,0,0,1,0,WRIST,1,70.21395873,AWAY,CAR,714,-24,35,1,1,-82,82,0.247954,0.349601,0.170421,0.0982963,0.0323523,0.101375,0.973779,0,0
80423,59,32,32,15,15,0,0,0,0,5,DET,0,23,23,23,23,23,23,2,3,23,23,23,23,23,23,23,23,23,23,23,23,66.48308055,SHOT,20942,0,8475660,Cam Talbot,0,0,0,5,CAR,3,1,194,1,0,GIVE,0,0,AWAY,98,98,7,7,AWAYZONE,1,2,26,0,D,2025,R,Sean Walker,Defenseman,8480336,23,23,23,23,23,23,23,23,2,3,23,23,23,23,23,23,23,23,23,23,23,23,14.74356284,14.74356284,0,0,0,58.94064811,0,0,0,1,0,0,0,0,SNAP,1,66.48308055,HOME,CAR,2066,0,23,1,4,32,32,0.219003,0.0304211,0.403917,0.27671,0.019156,0.0507926,0.658964,15,15
49458,8.544003745,81,81,3,3,0,0,120,58,4,FLA,0,14.5,22,7,7,7,7,2,2,23,23,7,7,7,7,7,21,7,7,7,7,62.96824597,MISS,20581,0,8475683,Sergei Bobrovsky,0,0,0,5,CAR,2,0,187,1,0,SHOT,31.23921489,71.34423593,HOME,28,28,37,37,AWAYZONE,0,2,71,27,L,2025,L,Taylor Hall,Forward,8475791,22,7,12.8,7,7,14.25,7,7,1,4,22,7,7,22,7,7,7,7,7,7,7,7,20.55604522,20.55604522,10.68316967,10.68316967,0,8.544003745,0,0,0,1,0,0,1,0,WRIST,0,62.96824597,HOME,CAR,2034,0,7,1,10,81,81,0.253117,0.28155,0.182473,0.108164,0.0264332,0.148261,0.963274,3,3
20034,26,-72,72,-20,20,-1.066666667,0,0,0,5,BUF,1,46.4,46.5,46.5,46.33333333,46.33333333,46.4,2,3,48,48,48,48,48,48,44,45,45,44,44,44,62.76941931,MISS,20238,0,8479312,Alex Lyon,1,0,0,6,CAR,1,1,75,1,0,HIT,0,0,AWAY,-48,48,38,-38,AWAYZONE,0,1,71,0,L,2025,L,Taylor Hall,Forward,8475791,47,47,45.33333333,59.5,59.5,38.25,38.25,45.33333333,2,4,61,61,61,47,47,61,28,58,58,28,28,28,49.63546343,49.63546343,0,0,0,26.2488095,0,0,0,1,0,0,0,0,SNAP,0,62.76941931,HOME,CAR,663,-16,94,1,4,-72,72,0.189704,0.0395952,0.519081,0.167303,0.0314274,0.052889,0.779298,-20,20
67950,67,-35,35,-40,40,0,0,0,0,5,CHI,1,14,18.5,11,11,11,11,2,3,26,26,11,11,11,11,11,11,11,11,11,11,62.36986452,SHOT,20796,0,8481519,Spencer Knight,0,0,0,5,CAR,1,0,74,1,0,GIVE,0,0,AWAY,-96,96,-27,27,AWAYZONE,0,1,74,0,D,2025,L,Jaccob Slavin,Defenseman,8476958,14,11,12,13.5,11,11,11,11,2,3,14,14,11,11,11,11,11,13,11,11,11,11,36.52885537,36.52885537,0,0,0,67.20119047,0,0,0,1,0,0,0,0,SNAP,1,62.36986452,HOME,CAR,839,0,11,0,12,-35,35,0.253111,0.0174698,0.382381,0.282479,0.0361963,0.0283623,0.672791,-40,40
62351,74,-24,24,-36,36,0,0,0,0,5,CAR,0,14.6,6,2,20.33333333,2,2,2,3,22,6,2,22,2,2,6,6,2,18,2,2,61.52235366,MISS,20730,0,8480981,Joel Hofer,0,0,0,5,STL,3,1,264,0,0,GIVE,0,0,HOME,-85,85,-28,28,Neu. Zone,0,3,4,0,D,2025,L,Shayne Gostisbehere,Defenseman,8476906,19,2,13.8,17.5,2,11.33333333,2,2,2,3,22,19,2,22,2,2,6,16,2,6,2,2,28.9797077,28.9797077,0,0,0,74.30343195,0,0,0,0,1,0,0,0,SNAP,0,61.52235366,AWAY,CAR,2580,0,2,0,13,-24,24,0.29066,0.0112753,0.311515,0.306209,0.059999,0.0203416,0.754512,-36,36
80399,29,-61,61,-8,8,3.6,0,0,0,5,DET,0,24.4,28,28,22,22,24.4,2,3,28,28,28,28,28,28,10,28,28,10,10,10,61.52235366,MISS,20942,0,8475660,Cam Talbot,0,0,0,5,CAR,1,1,110,1,0,DELPEN,0,0,AWAY,0,0,0,0,AWAYZONE,0,1,4,0,D,2025,L,Shayne Gostisbehere,Defenseman,8476906,28,28,28,28,28,28,28,28,2,3,28,28,28,28,28,28,28,28,28,28,28,28,15.9453959,15.9453959,0,0,0,29.12043956,0,0,0,1,0,0,0,0,SNAP,0,61.52235366,HOME,CAR,1157,18,28,1,2,-61,61,0.229734,0.138386,0.329919,0.221943,0.0345821,0.0454357,0.822152,-8,8
23711,57,-49,49,-40,40,0,0,0,0,5,VAN,3,10.6,16,7,7,7,7,2,3,25,25,7,7,7,7,7,7,7,7,7,7,61.40032573,MISS,20279,0,8480947,Kevin Lankinen,0,0,0,5,CAR,2,1,255,1,0,GIVE,0,0,AWAY,-98,98,-3,3,AWAYZONE,0,3,19,0,D,2025,L,K'Andre Miller,Defenseman,8480817,7,7,7,7,7,7,7,7,2,3,7,7,7,7,7,7,7,7,7,7,7,7,45,45,0,0,0,56.56854249,0,0,0,0,1,0,0,0,SNAP,0,61.40032573,HOME,CAR,2740,0,7,0,7,-49,49,0.24861,0.0177352,0.372162,0.281146,0.0455495,0.034798,0.723586,-40,40
50484,8.602325267,82,82,5,5,0,0,0,0,5,DET,1,17.8,17,17,18.33333333,17,17,2,3,20,17,17,20,17,17,17,17,17,17,17,17,61.05735009,MISS,20593,0,8476434,John Gibson,0,0,0,5,CAR,2,1,210,1,0,SHOT,-24.59011717,64.88451279,HOME,30,30,-27,-27,AWAYZONE,1,2,53,26,R,2025,R,Jackson Blake,Forward,8482809,17,17,21,21,17,21,17,17,2,3,25,25,17,24,17,17,17,17,17,17,17,17,35.53767779,35.53767779,60.12779496,60.12779496,1,8.602325267,0,0,0,1,0,0,1,0,BACK,0,61.05735009,HOME,CAR,2084,0,17,1,15,82,82,0.285775542,0.288603508,0.217328476,0.102689741,0.024641593,0.080961123,0.924209,5,5
46279,56,-51,51,-41,41,1.6,0,0,0,5,CAR,1,40.8,79.5,15,15,12.33333333,13.4,2,3,138,138,15,21,15,15,7,21,15,7,7,7,59.20304046,SHOT,20544,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,0,1,219,0,0,GIVE,0,0,HOME,-98,98,-5,5,HOMEZONE,0,2,19,0,D,2025,L,K'Andre Miller,Defenseman,8480817,37,15,28.2,31.5,15,26,15,15,2,3,37,37,15,26,15,15,26,26,15,26,15,15,47.17474411,47.17474411,0,0,0,55.90169944,0,1,0,0,0,0,0,0,WRIST,1,59.20304046,AWAY,CAR,2240,8,15,0,2,-51,51,0.226181,0.0130498,0.435979,0.261499,0.0300072,0.0332848,0.72297,-41,41
45237,87,-10,10,36,36,0,0,120,14,4,CAR,1,21.4,26.5,10,18,10,10,2,3,43,43,10,26,10,10,10,10,10,10,10,10,59.03388857,SHOT,20532,0,8477424,Juuse Saros,0,0,0,5,NSH,0,0,197,0,0,GIVE,0,0,HOME,43,-43,10,-10,Neu. Zone,1,2,74,0,D,2025,L,Jaccob Slavin,Defenseman,8476958,10,10,24.25,38.5,10,10,10,10,2,2,67,67,10,10,10,10,10,10,10,10,10,10,-24.49857419,24.49857419,0,0,0,86.81589716,0,0,0,0,1,0,0,0,SNAP,1,59.03388857,AWAY,CAR,1931,0,10,0,19,-10,10,0.0769164,0.00978174,0.249375,0.625,0.0276703,0.0112564,0.861498,36,-36
47414,58.13776742,-45,45,-38,38,-16.8,0,0,0,5,CAR,3,68.2,95.5,95.5,50,50,68.2,2,3,99,99,99,53,53,99,48,92,92,48,48,48,58.30951895,MISS,20557,0,8476883,Andrei Vasilevskiy,0,0,0,5,TBL,3,1,216,0,0,MISS,-27.7585406,42.94182111,AWAY,-51,51,20,-20,HOMEZONE,0,3,21,26,D,2025,L,Alexander Nikishin,Defenseman,8482100,56,56,51.4,51.5,51.5,51.33333333,51.33333333,51.4,2,3,57,56,56,57,57,57,47,47,47,48,48,47,40.81508387,40.81508387,68.57362448,68.57362448,1,58.13776742,0,0,0,0,1,0,1,0,SLAP,0,58.30951895,AWAY,CAR,2499,-1,99,1,17,-45,45,0.34076,0.0380856,0.362724,0.144284,0.0634511,0.0506952,0.679617,-38,38
47403,69.89277502,31,31,-39,39,-7.4,0,0,0,5,CAR,3,58.4,58,58,58.66666667,58,58,2,3,60,58,58,60,58,58,58,58,58,58,58,58,57.97413216,MISS,20557,0,8476883,Andrei Vasilevskiy,0,0,0,5,TBL,2,1,178,0,0,GIVE,0,0,HOME,87,87,-24,-24,HOMEZONE,0,2,26,0,D,2025,R,Sean Walker,Defenseman,8480336,52,52,54.4,51.5,51.5,56.33333333,50,50.6,2,3,77,52,52,77,58,58,43,51,51,43,43,43,-33.91743054,33.91743054,0,0,0,69.89277502,0,0,0,1,0,0,0,0,WRIST,0,57.97413216,AWAY,CAR,1997,-15,58,1,9,31,31,0.229206,0.0129147,0.402834,0.301977,0.0306567,0.0224117,0.634119,-39,-39
45199,64,-39,39,40,40,-3,0,0,0,5,CAR,0,21.8,24,24,20.33333333,20.33333333,21.8,2,3,27,27,27,26,26,27,13,21,21,13,13,13,57.87054518,SHOT,20532,0,8477424,Juuse Saros,0,0,0,5,NSH,0,0,49,0,0,GIVE,0,0,HOME,-94,94,22,-22,HOMEZONE,0,1,5,0,D,2025,R,Jalen Chatfield,Defenseman,8478970,14,14,18.8,14.5,14.5,21.66666667,21.66666667,18.8,2,3,26,15,15,26,26,26,14,14,14,15,15,14,-38.65980825,38.65980825,0,0,0,64.03124237,0,0,0,0,1,0,0,0,SNAP,1,57.87054518,AWAY,CAR,447,1,73,0,17,-39,39,0.249913,0.0136481,0.38129,0.279465,0.0469397,0.0287433,0.690379,40,-40
75636,49,60,60,-40,40,0,0,0,0,5,OTT,2,12,11,11,12.66666667,11,11,2,3,16,11,11,16,11,11,11,11,11,11,11,11,56.63920903,MISS,20890,0,8473503,James Reimer,0,0,0,5,CAR,3,1,222,1,0,GIVE,0,0,AWAY,98,98,2,2,AWAYZONE,0,2,5,0,D,2025,R,Jalen Chatfield,Defenseman,8478970,11,11,11.4,11,11,11.66666667,11,11,2,3,13,11,11,13,11,11,11,11,11,11,11,11,-54.05788813,54.05788813,0,0,0,49.40647731,0,0,0,0,1,0,0,0,WRIST,0,56.63920903,HOME,CAR,2295,0,11,1,41,60,60,0.253007,0.0143057,0.400968,0.27598,0.0200043,0.0357353,0.746909,-40,-40
8121,69,-32,32,-39,39,0,0,0,0,5,CAR,1,30.6,27.5,3,32.66666667,3,3,2,3,44,28,3,44,3,3,26,27,3,26,3,3,55.4436651,MISS,20097,0,8481033,Akira Schmid,0,0,0,5,VGK,2,1,149,0,0,GIVE,0,0,HOME,-87,87,-32,32,HOMEZONE,0,2,6,0,D,2025,L,Mike Reilly,Defenseman,8476422,3,3,24,3,3,38,3,3,2,3,41,3,3,41,3,3,3,3,3,34,3,3,34.38034472,34.38034472,0,0,0,69.0651866,0,1,0,0,0,0,0,0,WRIST,0,55.4436651,AWAY,CAR,1673,0,3,0,2,-32,32,0.296856,0.0129102,0.341172,0.255072,0.0690313,0.0249588,0.707144,-39,39
62290,53,-54,54,40,40,-2.2,0,0,0,5,CAR,0,41.4,38,16,43.66666667,16,16,2,3,44,38,16,44,16,16,38,38,16,43,16,16,55.31726674,SHOT,20730,0,8480981,Joel Hofer,0,0,0,5,STL,0,1,17,0,0,GIVE,0,0,HOME,-96,96,4,-4,HOMEZONE,0,1,26,0,D,2025,R,Sean Walker,Defenseman,8480336,45,16,35.2,25,10.5,42,16,13.8,2,3,45,45,16,44,16,16,5,5,5,40,16,5,-48.81407483,48.81407483,0,0,0,53.15072906,0,1,0,0,0,0,0,0,WRIST,1,55.31726674,AWAY,CAR,78,-11,16,0,2,-54,54,0.260083,0.0114127,0.36017,0.298061,0.0377,0.0325743,0.740849,40,-40
12836,10,91,91,10,10,0,0,0,0,5,VGK,2,34.4,999,999,34.4,19,19,0,5,96,0,0,96,19,19,19,999,999,19,19,19,54.7813837,SHOT,20155,0,8481033,Akira Schmid,0,120,24,4,CAR,1,0,144,1,0,SHOT,-11.53462065,50.009999,HOME,40,40,-10,-10,AWAYZONE,0,2,20,21,C,2025,L,Sebastian Aho,Forward,8478427,19,19,19,19,19,19,19,19,2,2,19,19,19,19,19,19,19,19,19,19,19,19,78.69006753,78.69006753,90.22468818,90.22468818,1,10.19803903,0,0,0,0,1,0,1,0,SNAP,1,54.7813837,HOME,CAR,1555,0,19,1,14,91,91,0.143,0.01,0.405,0.324,0.05,0.068,0.3,10,10
52793,17,-72,72,1,1,3.8,0,0,0,5,CAR,1,48,44,44,50.66666667,50.66666667,48,2,3,52,45,45,52,52,52,43,43,43,49,49,43,54.4885309,MISS,20619,0,8479973,Stuart Skinner,0,0,0,5,PIT,5,1,312,0,0,MISS,-37.20792192,67.80117993,AWAY,-35,35,41,-41,HOMEZONE,1,3,27,64,L,2025,L,Nikolaj Ehlers,Forward,8477940,48,48,51.8,52.5,52.5,51.33333333,51.33333333,51.8,2,3,55,55,55,53,53,55,48,50,50,48,48,48,-3.366460663,3.366460663,33.84146126,33.84146126,0,17.02938637,0,0,0,1,0,0,1,0,SLAP,0,54.4885309,AWAY,CAR,3470,5,102,1,6,-72,72,0.2591,0.297059,0.186895,0.161055,0.0309394,0.0649517,0.882724,1,-1
50445,6.08276253,-83,83,1,1,0,0,0,0,5,DET,0,22,22,22,22,22,22,2,3,22,22,22,22,22,22,22,22,22,22,22,22,54.12023651,SHOT,20593,0,8476434,John Gibson,0,0,0,5,CAR,0,1,63,1,0,SHOT,13.57043439,59.66573556,HOME,-31,31,-14,14,AWAYZONE,1,1,50,64,L,2025,L,Eric Robinson,Forward,8480762,22,22,22,22,22,22,22,22,2,3,22,22,22,22,22,22,22,22,22,22,22,22,-9.462322208,9.462322208,23.03275659,23.03275659,1,6.08276253,0,0,0,1,0,0,1,0,WRIST,1,54.12023651,HOME,CAR,526,0,22,0,2,-83,83,0.336981,0.400109,0.0711522,0.0365668,0.0245913,0.130599,0.98069,1,-1
